identifier,trait,label,description_encoded,description,comments,inScheme,type,type_x,min,max,units,units_UCUM,units_uom,category_1,category_2,category_3,category_4,created,modified,deprecated_trait_name,constraints,structure_1,structure_2,structure_3,structure_4,meas_char_1,meas_char_2,meas_char_3,meas_char_4,meas_char_5,meas_char_6,rev_01,rev_02,rev_03,rev_04,rev_05,rev_06,rev_07,rev_08,rev_09,rev_10,ref_1,ref_2,ref_3,ref_4,ref_5,keyword_1,keyword_2,keyword_3,keyword_4,keyword_5,keyword_6,keyword_7,keyword_8,keyword_9,keyword_10,exact_other1,close_other1,close_other2,related_other,exact_TOP,close_TOP,related_TOP,related_TOP2,exact_TRY,close_TRY,related_TRY,exact_LEDA,close_LEDA,related_LEDA,exact_GIFT,close_GIFT,related_GIFT,exact_BIEN,close_BIEN,related_BIEN,exact_BROT,close_BROT,related_BROT,PalmTraits_exact,PalmTraits_close,traitID
APD/0030517,serotiny,Serotiny,"A fire response trait which indicates whether a fruit [PO:0009001] or cone [strobilus; PO:0025083] remains closed in the canopy [ENVO:01001242] after maturation [TO:0002661], with the seed [PO:0009010] only being released [NCIT:C42882] after a specific [NCIT:C38024] environmental conditions [ENVO:01000203], usually an environmental cue associated with a fire [ENVO:01000786].","Categorical variable describing whether a fruit or cone remains closed in the plant canopy after maturation until an environmental cue, usually a fire, triggers it to release its seeds.",,https://github.com/traitecoevo/APD,STATO_0000252,categorical,,,,,,fire response trait,reproductive structure life history trait,,,14/07/2021,,,,PO_0025082,PO_0009010,PO_0009001,,PATO_0001995,NCIT_C25652,PATO_0000077,,,,,,,,,,,,,,,,,,,TO_0002661,ENVO_01000203,ENVO_01000786,GO_0000003,ENVO_01001242,D000068098,TO_0000345,GO_0010162,,,,,,,,,,,,Seedbank type [TRY:159] (https://www.try-db.org/de/de.php),,,,,,,,,,,Serotiny level [BROT:39] (http://doi.org/10.1038/sdata.2018.135),,,,,30517
APD/0030530,seed_dormancy_class,Dormancy type,Mechanisms [NCIT:C25343] that inhibit mature [PATO:0001701] seeds [PO:0009010] from germinating  [GO:0009845] until they are exposed to specific [NCIT:C38024] environmental conditions [ENVO:01000203] or experimental conditions [XCO:0000000] .,Mechanisms that inhibit mature seeds from germinating and the environmental or experimental cues that allow a seed to break dormancy and germinate.,,https://github.com/traitecoevo/APD,STATO_0000252,categorical,,,,,,reproductive structure life history trait,,,,14/07/2021,,dormancy_type,,PO_0025082,PO_0009010,,,PATO_0001995,NCIT_C25652,NCIT_C25343,PATO_0000077,,,,,,,,,,,,,Baskin & Baskin 2004,,,,,GO_0009845,ENVO_01000203,XCO_0000000,GO_0010162,GO_0000003,Recruitment,,,,,,,,,,,,,,,,,,,,,,,,,,Chemical germination cues [BROT:35]; Heat-stimulated germination [BROT:36]; Other germination cues [BROT:37] (http://doi.org/10.1038/sdata.2018.135),,,,30530
APD/0030531,seed_germination_treatment,Seed germination treatment,The treatment [EFO:0000727] or experimental conditions [XCO:0000000] required for a high [NCIT:C25227] proportion [PATO:0001470] of seeds [PO:0009010] to germinate [GO:0009845] .,Treatment required for seed to display high germination rates. The data included in AusTraits are mostly from seed banks that have recorded the protocols they use to encourage seeds to germinate. The treatments may therefore be only loosely connected to the cues required for a species' to break dormancy.,,https://github.com/traitecoevo/APD,STATO_0000252,categorical,,,,,,reproductive structure life history trait,,,,14/07/2021,30/11/2021,germination_treatment,,PO_0025082,PO_0009010,,,PATO_0001995,NCIT_C43414,NCIT_C25201,NCIT_C25652,PATO_0000077,,Elizabeth Wenk,Hervé Sauquet,Russell Barrett,Carl Gosper,Lydia Guja,Gregory J. Jordan,Mark Ooi,Karen D. Sommerville,Lily Dun,,Merritt 2007,Jiménez-Alfaro 2016,,,,GO_0000003,XCO_0000000,GO_0010162,GO_0009845,Recruitment,,,,,,,,,,,,,,Seed germination stimulation [TRY:34] (https://www.try-db.org/de/de.php),,,,,,,,,,,,,Chemical germination cues [BROT:35]; Heat-stimulated germination [BROT:36]; Other germination cues [BROT:37] (http://doi.org/10.1038/sdata.2018.135),,,,30531
APD/0030532,seed_germination,Seed germination proportion,The proportion [PATO:0001470] of mature [PATO:0001701] seeds [PO:0009010] in a sample that germinated [GO:0009845] under the specified [NCIT:C38024] environmental conditions [ENVO:01000203] or experimental conditions [XCO:0000000].,Proportion of mature seeds in a sample that germinated under specified environmental or experimental conditions.,,https://github.com/traitecoevo/APD,STATO_0000251,numeric,0,1,{count}/{count},{count}/{count},{count}/{count},reproductive structure life history trait,,,,14/07/2021,30/11/2021,germination,,PO_0025082,PO_0009010,,,PATO_0001555,STATO_0000300,PATO_0001470,NCIT_C25463,NCIT_C43414,NCIT_C25201,Elizabeth Wenk,Hervé Sauquet,Russell Barrett,Carl Gosper,Lydia Guja,Gregory J. Jordan,Mark Ooi,Karen D. Sommerville,Lily Dun,,LEDA Data Standards 2005,Royal Botanic Garden Sydney 2021,Bradbeer 1988,,,GO_0000003,XCO_0000000,GO_0010162,GO_0009845,ENVO_01000203,Recruitment,,,,,,,,,,,,,Seed germination rate (germination efficiency) [TRY:95] (https://www.try-db.org/de/de.php),,,,,,,,,,,,,,,,,30532
APD/0030533,seed_viability,Seed viability,The proportion [PATO:0001470] of mature [PATO:0001701] seeds [PO:0009010] that are capable of germinating [GO:0009845] under suitable [NCIT:C116358] environmental conditions [ENVO:01000203] or experimental conditions [XCO:0000000] .,Proportion of mature seeds in a sample that are capable of germinating under suitable conditions.,,https://github.com/traitecoevo/APD,STATO_0000251,numeric,0,1,{count}/{count},{count}/{count},{count}/{count},reproductive structure life history trait,,,,14/07/2021,30/11/2021,,,PO_0025082,PO_0009010,,,PATO_0001555,STATO_0000300,PATO_0001470,NCIT_C25463,,,Elizabeth Wenk,Hervé Sauquet,Russell Barrett,Carl Gosper,Lydia Guja,Gregory J. Jordan,Mark Ooi,Karen D. Sommerville,Lily Dun,,LEDA Data Standards 2005,Royal Botanic Garden Sydney 2021,Bradbeer 1988,,,GO_0009845,ENVO_01000203,XCO_0000000,TO_0000345,D000068098,GO_0000003,Recruitment,,,,EnvThes:22232,,,,,,,,Seed viability [TRY:1109](https://www.try-db.org/de/de.php),,,,,,,,,,,,,,,,,30533
APD/0030560,dispersal_syndrome,Diaspore dispersal syndrome,A classification [NCIT:C25161] based on a taxon's [NCIT:C40098] seed morphology traits [TO:0000184] or fruit morphology traits [TO:0002629] that indicates the taxa (biotic vectors) or abiotic mechanisms [NCIT:C25343] that most likely disperse [OMIT: 0027297] seeds [PO:0009010] and fruit [PO:0009001] away from the parent plant.,"Plant dispersal syndromes are generally assigned to species based on suites of diaspore characteristics associated with specific mechanisms of dispersal. Trait values are mostly given as the formal dispersal syndromes ending in 'chory', a suffix meaning 'a specified method of plant dispersal'.",,https://github.com/traitecoevo/APD,STATO_0000252,categorical,,,,,,interspecific interactions trait,seed morphology trait,fruit morphology trait,,14/07/2021,30/11/2021,,,PO_0025082,PO_0009010,PO_0009001,,PATO_0001995,NCIT_C25343,PATO_0000052,,,,Elizabeth Wenk,Hervé Sauquet,Russell Barrett,Carl Gosper,Lydia Guja,Gregory J. Jordan,Mark Ooi,Karen D. Sommerville,Lily Dun,,Pérez-Harguindeguy 2013,Saatkamp 2018,Wigley 2020,LEDA Data Standards 2005,Kew Seed Information Database 2022,GO_0085030,GO_0044403,EnvThes:21042,NCIT_C61460,ECOCORE_00000022,,,,,,,,,,Plant dispersal syndrome [TOP346] (https://top-thesaurus.org/index),,,,Dispersal syndrome [TRY:28] (https://www.try-db.org/de/de.php),,,,,,dispersal_syndrome [GIFT:3.3] (https://gift.uni-goettingen.de),,,whole plant dispersal syndrome [BIEN] (https://bien.nceas.ucsb.edu/bien/biendata),,,Dispersal mode [BROT:23] (http://doi.org/10.1038/sdata.2018.135),,,,,30560
APD/0030561,dispersers,Diaspore dispersal agents,The taxa [NCIT:C40098] (biotic vectors) and abiotic mechanisms [NCIT:C25343] that disperse [OMIT: 0027297] seeds [PO:0009010] and fruit [PO:0009001] away from a parent plant.,"Dominant diaspore dispersal agents, including both biotic agents (specific taxa) or abiotic mechanisms responsible for dispersing seeds (or other dispersal units) away from the parent plant.","Allowable terms for biotic dispersal agents include taxa at both the species-level and much broader groupings, reflecting both the different levels of resolution provided by researchers and whether a plant has specific versus broad dispersal agents. Abiotic dispersal mechanisms can likewise be quite general or specific, depending on data availability.",https://github.com/traitecoevo/APD,STATO_0000252,categorical,,,,,,interspecific interactions trait,,,,14/07/2021,30/11/2021,,,PO_0025082,PO_0009010,PO_0009001,,PATO_0001995,NCIT_C25343,,,,,Elizabeth Wenk,Hervé Sauquet,Russell Barrett,Carl Gosper,Lydia Guja,Gregory J. Jordan,Mark Ooi,Karen D. Sommerville,Lily Dun,,Pérez-Harguindeguy 2013,Saatkamp 2018,Wigley 2020,LEDA Data Standards 2005,Kew Seed Information Database 2022,GO_0085030,GO_0044403,EnvThes:21042,ECOCORE_00000022,,,,,,,,,,,,Plant dispersal syndrome [TOP346] (https://top-thesaurus.org/index),,,,Dispersal syndrome [TRY:28] (https://www.try-db.org/de/de.php),,,,,,,,,,,,,,,,30561
APD/0030590,reproductive_light_environment_index,Canopy light environment required for reproduction,A plant phenological [TO:0000933] life history [ECOCORE:00000018] trait which is an index [NCIT:C25390] that captures the level of photosynthetically active radiation [ENVO:01001864] required by plants for reproduction [GO:0000003].,"The minimum light environment required by plants for reproduction, scaled from 0 to 8.","0 indicates `No direct light, extremely low levels of transmitted/reflected light, such as beneath dense fern or palm fronds close to ground level.`; 0.5 indicates `No direct light, very low levels of transmitted light`; 1 indicates `Rare or no exposure to direct light from lateral sources, and low levels of transmitted light.`; 2 indicates `Low lateral light and low-moderate transmitted light with <10% of inverted cone exposed to lateral sources of direct light, plus low to moderate levels of transmitted light`; 3 indicates `Low-moderate lateral & moderate transmitted light, with <5% exposure of the focal crown to vertical direct light, and <15 % of inverted cone exposed to lateral sources of direct light, plus moderate transmitted light.`; 4 indicates `Moderate lateral light & moderate-high transmitted light, with 5 - 10% exposure of focal crown to direct vertical light, plus 2-20% exposure of inverted cone to lateral sources of direct light, plus moderate to high levels of transmitted light.`; 5 indicates `Moderate vertical light and moderate-high lateral light, with 5 - 20% exposure of focal crown to direct vertical light, plus one or both of, i. 10-40% exposure of 90-degree inverted cone to lateral sources of direct light, ii. exposure to high levels of transmitted light`; 6 indicates `Moderate-High vertical and high lateral light, with 10-30% of vertical projection of the crown exposed to vertical light, and lateral light exposure for > 40% of 90-degree inverted cone`, 7 indicates `High vertical and lateral light, with 30-80% of vertical projection of the crown exposed to vertical light, or exposure to lateral sources of direct light for > 60 % of a 90-degree inverted cone encompassing the focal crown.`; 8 indicates `Full light exposure of crown, with > 80% of the vertical projection of the crown exposed to vertical light.`.",https://github.com/traitecoevo/APD,STATO_0000228,numeric,0,8,{dimensionless},{dimensionless},{dimensionless},plant phenological trait,,,,14/07/2021,,,,PO_0000003,,,,PATO_0000077,NCIT_C43414,NCIT_C25201,,,,,,,,,,,,,,Wells 2012,,,,,ENVO_01001864,GO_0000003,ENVO_01000203,Recruitment,ENVO_01001023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30590
APD/0030591,establishment_light_environment_index,Canopy light environment required for seedling establishment,A plant phenological [TO:0000933] life history [ECOCORE:00000018] trait which is an index [NCIT:C25390] that captures the level of photosynthetically active radiation [ENVO:01001864] required by plants for seed germination [GO:0009845] and seedling establishment [EnvThes:20410].,"The minimum light environment required by seedlings for establishment, scaled from 0 to 8.","0 indicates `No direct light, extremely low levels of transmitted/reflected light, such as beneath dense fern or palm fronds close to ground level.`; 0.5 indicates `No direct light, very low levels of transmitted light`; 1 indicates `Rare or no exposure to direct light from lateral sources, and low levels of transmitted light.`; 2 indicates `Low lateral light and low-moderate transmitted light with <10% of inverted cone exposed to lateral sources of direct light, plus low to moderate levels of transmitted light`; 3 indicates `Low-moderate lateral & moderate transmitted light, with <5% exposure of the focal crown to vertical direct light, and <15 % of inverted cone exposed to lateral sources of direct light, plus moderate transmitted light.`; 4 indicates `Moderate lateral light & moderate-high transmitted light, with 5 - 10% exposure of focal crown to direct vertical light, plus 2-20% exposure of inverted cone to lateral sources of direct light, plus moderate to high levels of transmitted light.`; 5 indicates `Moderate vertical light and moderate-high lateral light, with 5 - 20% exposure of focal crown to direct vertical light, plus one or both of, i. 10-40% exposure of 90-degree inverted cone to lateral sources of direct light, ii. exposure to high levels of transmitted light`; 6 indicates `Moderate-High vertical and high lateral light, with 10-30% of vertical projection of the crown exposed to vertical light, and lateral light exposure for > 40% of 90-degree inverted cone`, 7 indicates `High vertical and lateral light, with 30-80% of vertical projection of the crown exposed to vertical light, or exposure to lateral sources of direct light for > 60 % of a 90-degree inverted cone encompassing the focal crown.`; 8 indicates `Full light exposure of crown, with > 80% of the vertical projection of the crown exposed to vertical light.`.",https://github.com/traitecoevo/APD,STATO_0000228,numeric,0,8,{dimensionless},{dimensionless},{dimensionless},plant phenological trait,,,,14/07/2021,,,,PO_0000003,,,,PATO_0000077,NCIT_C43414,NCIT_C25201,,,,,,,,,,,,,,Wells 2012,,,,,ENVO_01001864,GO_0000003,ENVO_01000203,GO_0009845,EnvThes:20410,Recruitment,ENVO_01001023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30591
APD/0030610,fire_response,Fire response,"A fire response trait which indicates whether mature [PATO:0001701] plants [PO:0000003] from a taxon [NCIT:C40098] or population [PCO:0000001] are killed or have vegetative meristematic tissue [PO:0006079] (buds [PO:0000055]) that resprout [Cerrado:fire#PlantResprout] following a fire [ENVO:01000786] that causes 100% leaf scorch, with fire severity index [EnvThes:22120] an important contextual variable.","Trait indicating whether mature individuals of a taxon are killed, resprout, or have a mixed survival response when exposed to fire that causes 100% leaf scorch.  Species where at least 70% of plants resprout are designated `resprouters`, while those where fewer than 30% of plants resprout are designated as `fire killed`. Species with an intermediate response have a mixed fire response, and are coded as `fire_killed resprouts`.",This trait is narrowly applicable only to taxa that experience fire; see the trait `fire_exposure_level` for trait values related to species whose strategy is to avoid fire.,https://github.com/traitecoevo/APD,STATO_0000252,categorical,,,,,,fire response trait,,,,14/07/2021,,,applicable to plants that experience fire,PO_0000003,PO_0000055,,,PATO_0000077,NCIT_C43414,NCIT_C25201,,,,,,,,,,,,,,Gill & Bradstock 1992,Clarke 2015,,,,EnvThes:20373,ENVO_01000786,PlantResprout,EnvThes:21488,GO_0031099,PO_0006079,EnvThes:21064,,,,,,,,,,,,Species tolerance to fire [TRY:318]; Plant resprouting capacity [TRY:819] (https://www.try-db.org/de/de.php),,,,,,,,,,,,Resprouting capacity after fire [BROT:34] (http://doi.org/10.1038/sdata.2018.135),,,,,30615
APD/0030611,fire_response_detailed,"Fire response, detailed","A fire response trait which indicates in detail whether mature [PATO:0001701] plants [PO:0000003] from a taxon [NCIT:C40098] or population [PCO:0000001] are killed or have vegetative meristematic tissue [PO:0006079] (buds [PO:0000055]) that resprouts [Cerrado:fire#PlantResprout] following a fire [ENVO:01000786] that causes 100% leaf scorch, with fire severity index [EnvThes:22120] an important contextual variable.","Detailed categories indicating whether mature individuals of a taxon are killed, resprout, or have a mixed survival response when exposed to fire that causes 100% leaf scorch.",This trait is narrowly applicable only to taxa that experience fire; see the trait `fire_exposure_level` for trait values related to species whose strategy is to avoid fire.,https://github.com/traitecoevo/APD,STATO_0000252,categorical,,,,,,fire response trait,,,,14/07/2021,,,applicable to plants that experience fire,PO_0000003,PO_0000055,,,PATO_0000077,NCIT_C43414,NCIT_C25201,,,,,,,,,,,,,,Gill & Bradstock 1992,Clarke 2015,,,,EnvThes:20373,ENVO_01000786,PlantResprout,EnvThes:21488,GO_0031099,PO_0006079,EnvThes:21064,,,,,,,,,,,,Species tolerance to fire [TRY:318]; Plant resprouting capacity [TRY:819] (https://www.try-db.org/de/de.php),,,,,,,,,,,,,,,,,30616
