identifier,trait,label,description_encoded,description,comments,inScheme,type,min,max,units,units_uom,category,created,modified,reviewed,deprecated_trait_name,constraints,structure,measured_characteristic,reviewers,references,keywords,exact_match,close_match,related_match,TOP_exact,TOP_close,TOP_related,TRY_exact,TRY_close,TRY_related,LEDA_exact,LEDA_close,LEDA_related,GIFT_exact,GIFT_close,GIFT_related,BIEN_exact,BIEN_close,BIEN_related,BROT_exact,BROT_close,BROT_related,PalmTraits_exact,PalmTraits_close
trait_0030010,plant_growth_form,Plant growth form,"A whole plant [PO:0000003] phenotype [NCIT:C16977] trait that summarises different components of a whole plant's shape [PATO:0000052] and structure [PATO:0000141] into general groups [NCIT:C43359]. Characters that contribute to the plant form categories include the height [PATO:0000119] of the vegetative shoot system [PO:0025607], the distribution of leaves [PO:0025034] along the plant stem [PO:0009047], and the position [PATO:0000140] and count [NCIT:C25463] of stems and/or leaves relative to the ground surface.","The form of a plant, capturing a general sense of plant height and shape, which parts of a plant are woody versus herbaceous, the number of stems arising at ground level, and the distribution of leaves relative to the main stem.","This definition of plant growth form is narrower than what is used by many other references. Here, information pertaining to where a plant grows is captured by `plant_growth_substrate`. Terminology about the shape and length of stems and distribution of leaves is included in `stem_growth_habit`. An indication of whether a plant is parasitic is presented in `parasitic`. Included in the list of plant growth forms are two terms that are exclusively used to describe Australian plants, mallee and hummock, and one, tussock, that is an important growth form of Australian grasses, but globally used less frequently.",https://w3id.org/APD,STATO_0000252,,,,,trait_group_0030006; trait_group_0010004; trait_group_0011802,14/07/2021,05/02/2024,31/10/2022,,none,PO_0000003; PO_0009047; PO_0025034,PATO_0001995; PATO_0000060; PATO_0000052; PATO_0000141; PATO_0000119,Elizabeth Wenk; Hervé Sauquet; Russell Barrett; Ian J. Wright; Peter Vesk; Gregory J. Jordan; Andy Leigh; Patricia Lu-Irving; Lily Dun; David Coleman,Pérez-Harguindeguy 2013; Simpson 2019; Cornellison 2003,PO_0025607; PO_0005848; GO_0040007; ENVO_01001242,,FLOPO_0900032,,,Plant growth form [TOP136] (https://top-thesaurus.org/index),,,Plant growth form [TRY:42] (https://www.try-db.org/de/de.php),,,,,,Growth_form_2 [GIFT:1.2.2] (https://gift.uni-goettingen.de),,whole plant growth form [BIEN] (https://bien.nceas.ucsb.edu/bien/biendata),whole plant growth form diversity [BIEN] (https://bien.nceas.ucsb.edu/bien/biendata),,Growth form [BROT:1] (http://doi.org/10.1038/sdata.2018.135) (http://doi.org/10.1038/sdata.2018.135),,,Growth form and habit [PalmTraits] (https://doi.org/10.1038/s41597-019-0189-0),
trait_0030011,life_form,Life form,"Raunkiaer classification of life form, which is a feature of the whole plant [PO:0000003] defining the position [PATO:0000140] of the perennating meristematic tissue [PO:0006079] (buds [PO:0000055] or shoot apices [PO:0000037]) on the shoot system [PO:0009006], their distance [PATO:0000040] to the ground surface [sweetontology.net/realmSoil/Ground] and the protection afforded to survive the unfavourable season, or the production of seeds [PO:0009010] to avoid the unfavourable season.","Raunkiaer classification of life form, indicating the location of and protection provided to surviving meristematic tissue (buds) during the unfavourable (cold or dry) season.",,https://w3id.org/APD,STATO_0000252,,,,,trait_group_0030006; trait_group_0010004; trait_group_0012202,14/07/2021,05/02/2024,31/10/2022,,none,PO_0000003; PO_0009010; PO_0000055,PATO_0001995; PATO_0000060; PATO_0000140,Elizabeth Wenk; Hervé Sauquet; Russell Barrett; Ian J. Wright; Peter Vesk; Gregory J. Jordan; Andy Leigh; Patricia Lu-Irving; Lily Dun; David Coleman,Raunkiaer 1934; LEDA Data Standards 2005; Pérez-Harguindeguy 2013,FLOPO_0900022; PO_0006079; EnvThes:21412,FLOPO_0900022,,EnvThes:21412,Plant life form [TOP210] (https://top-thesaurus.org/index),,,Plant life form (Raunkiaer life form) [TRY:343] (https://www.try-db.org/de/de.php),,,plant growth form [LEDA:1.1] (https://uol.de/en/landeco/research/leda/standards),,,Life form [GIFT:2.3] (https://gift.uni-goettingen.de),,,,,,,,,,
trait_0030012,life_history,Life history,"Categorical description of the duration [PATO:0001309] of a plant's lifespan (longevity [NCIT:C153298]), from seed germination [GO:0009845] to death [GO:0016265].","Categorical description of the duration of a plant's lifespan, from germination to death.","Studies will differ in the subset of terms they use to describe a plant's life history, such that some researchers will distinguish between ephemeral and annual species, and other researchers will group these life history categories together under `annual`. In addition, only a subset of studies will use the term `short-lived perennial`; the majority will score all perennial plants as `perennial`. Rangeland studies and post-fire studies are those most likely to score species as `ephemeral` or `short-lived perennial`, as these are environments where perennial species' lifespans are often divided into those that are short-lived due to environmental conditions and those that are able to persist through the environmentally unfavourable period.",https://w3id.org/APD,STATO_0000252,,,,,trait_group_0030006,14/07/2021,05/02/2024,31/10/2022,,none,PO_0000003,PATO_0001995; PATO_0001309; PATO_0000165,Elizabeth Wenk; Hervé Sauquet; Russell Barrett; Ian J. Wright; Peter Vesk; Gregory J. Jordan; Andy Leigh; Patricia Lu-Irving; Lily Dun; David Coleman,Pérez-Harguindeguy 2013; LEDA Data Standards 2005,GO_0016265; NCIT_C153298,TO_0002725,,,,,,Plant lifespan (longevity) [TRY:59] (https://www.try-db.org/de/de.php),,,,plant lifespan and age of first flowering [LEDA:1.3] (https://uol.de/en/landeco/research/leda/standards),,Lifecycle [GIFT:2.1.1] (https://gift.uni-goettingen.de),,,,,,,,Growth form [BROT:1] (http://doi.org/10.1038/sdata.2018.135) (http://doi.org/10.1038/sdata.2018.135),,
trait_0030013,life_history_ephemeral_class,Ephemeral life history class,"A whole plant [PO:0000003] life history [ECOCORE:00000018] which is, for taxa [NCIT_C40098] that display an ephemeral life history, the environmental conditions [ENVO_01000203] associated with seed germination [GO:0009845] and seedling establishment [EnvThes:20410].","For taxa that display an ephemeral life history, the environmental conditions associated with seed germination and seedling establishment.",,https://w3id.org/APD,STATO_0000252,,,,,trait_group_0030602; trait_group_0030001,23/02/2023,05/02/2024,,,,PO_0000003,PATO_0001995; NCIT_C25652; PATO_0000077,,,ENVO_01000786; ENVO_01000203; GO_0009845; EnvThes:20410,,,,,,,,,,,,,,,,,,,,,,,
trait_0030014,lifespan,Lifespan,"The duration [PATO:0001309] of a plant's lifespan (longevity [NCIT:C153298]), from seed germination [GO:0009845] to death [GO:0016265].","Plant lifespan, the duration from germination to death. Lifespan refers to the death of both aboveground and belowground biomass, indicating the death of the genetic individual.",,https://w3id.org/APD,STATO_0000251,0.1,10000,a,year,trait_group_0030006,14/07/2021,05/02/2024,,,,PO_0000003,PATO_0001995; PATO_0001309; PATO_0000165,,,GO_0016265; NCIT_C153298,,,TO_0002725,Plant life span [TOP255] (https://top-thesaurus.org/index),,,Plant lifespan (longevity) [TRY:59] (https://www.try-db.org/de/de.php),,,,,,Lifespan_1 [GIFT:2.2.1] (https://gift.uni-goettingen.de),,,"longest whole plant longevity, maximum whole plant longevity  [BIEN] (https://bien.nceas.ucsb.edu/bien/biendata)",,,,Lifespan [BROT:17] (http://doi.org/10.1038/sdata.2018.135),,,
trait_0030015,plant_growth_substrate,Plant growth substrate,"A whole plant [PO:0000003] life history [ECOCORE:00000018] trait which indicates either the substrate [EFO:0005061] on which a plant grows [GO:0040007] or, broadly, whether the plant grows in an aquatic [EnvThes:21785] or terrestrial [EnvThes:21880] habitat [ENVO:01000739]. Substrate is defined as the surface to which an organism is attached.","Trait broadly indicating where a plant is usually found, referencing the habitat in which a plant grows, the substrate to which a plant is attached, or a plant's growth medium.","Although the majority of vascular plants are `terrestrial`, for most taxonomic groups `plant growth substrate` is only recorded if a plant is not terrestrial. The exceptions are ferns and orchids, where both floras and individual researchers tend to specifically indicate which taxa are terrestrial. The values under this trait are recorded as part of `plant growth form` by many researchers, trait handbooks, and databases; they have been split out here, as the terms capturing what a plant is attached to do not generally describe the form of a plant.",https://w3id.org/APD,STATO_0000252,,,,,trait_group_0030001,14/07/2021,05/02/2024,31/10/2022,,none,PO_0000003,PATO_0001995,Elizabeth Wenk; Hervé Sauquet; Russell Barrett; Ian J. Wright; Peter Vesk; Gregory J. Jordan; Andy Leigh; Patricia Lu-Irving; Lily Dun; David Coleman,Pérez-Harguindeguy 2013; Simpson 2019,EFO:0005061; GO_0040007; EnvThes:21785; EnvThes:21880; ENVO_01000739; EnvThes:10107; GO_0040007,,,EFO:0005061,,,,,,Plant growth form [TRY:42] (https://www.try-db.org/de/de.php),,,,,Epiphyte_2 [GIFT:1.3.2] (https://gift.uni-goettingen.de);  Aquatic_1 [GIFT:1.7.1] (https://gift.uni-goettingen.de),,,,,,,,,
trait_0030016,plant_photosynthetic_organ,Plant photosynthetic organ,"A plant structure morphology trait [TO:0000839] which is the primary [NCIT:C25251] organ [PO:0009008] or tissue [CARO:0000043] a plant [PO:0000003] uses for photosynthesis [GO:0015979], most commonly a leaf [PO:0025034], cladode [PO:0025354], or phyllode [PO:0025335].",Trait indicating a plant's primary photosynthetic organ or tissue.,"This trait is not intended to record the presence of primary versus secondary photosynthetic organs; only the primary photosynthetic organ should be keyed in. Many of the allowable values for this trait are frequently included under `leaf type` or `leaf form`. Here, we separate terms pertaining to the general form of the leaf (in the trait `leaf_type`) from those identifying the plant organ responsible for photosynthesis.",https://w3id.org/APD,STATO_0000252,,,,,trait_group_0020202; trait_group_0011202; trait_group_0011802,31/10/2022,05/02/2024,31/10/2022,leaf_type,none,PO_0025034; PO_0000003; PO_0009047,PATO_0000141; PATO_0001995,Elizabeth Wenk; Hervé Sauquet; Russell Barrett; Ian J. Wright; Peter Vesk; Gregory J. Jordan; Andy Leigh; Patricia Lu-Irving; Lily Dun; David Coleman,Pérez-Harguindeguy 2013; Burrows 2001,PO_0009008; GO_0015979; PO_0025354; PO_0025335; GO_0040007,,,,,,,,,Leaf type [TRY:43] (https://www.try-db.org/de/de.php),,,,,,,,,,,,,,
trait_0030017,plant_alternative_energy_and_nutrient_acquisition_strategy,Plant alternative energy and nutrient acquisition strategies,A whole plant [PO:0000003] life history [ECOCORE:00000018] trait which are alternative mechanisms [NCIT:C25343] plants use to obtain [NCIT:C52349] or produce [SIO:001106] energy [PATO:0001021] (carbohydrates [CHEBI:16646]) or nutrients [CHEBI:33284].,"Trait indicating the strategies used by a plant to obtain or produce energy (carbohydrates) or nutrients, including photosynthesis and various saprophytic and carnivorous energy and nutrient acquisition mechanisms.","Although the majority of vascular plants use photosynthesis to produce their own carbohydrates, this trait mostly includes data for the few taxa that are not photosynthetic. Likewise, it captures alternative nutrient acquisition strategies. See also the trait `parasitic` which captures data on whether plants are parasitic (or partially parasitic), forming haustoria to penetrate their host plant. The trait `root_structures` includes specialised root structures",https://w3id.org/APD,STATO_0000252,,,,,trait_group_0030006,31/10/2022,05/02/2024,,,,PO_0000003; PO_0025034,PATO_0001995; NCIT_C25343,,,PATO_0001021; CHEBI_16646; CHEBI_33284; GO_0040007,,,,,,,,,,,,,,,,,,,,Nutritional relationships [BROT:18] (http://doi.org/10.1038/sdata.2018.135),,,
trait_0030018,woodiness,Woodiness,"A whole plant [PO:0000003] phenotype [NCIT:C16977] trait which indicates whether the plant stem [PO:0009047] (the vegetative shoot system [PO:0025607]) is woody, with â€œwoodyâ€ defined to include both plant stems with secondary xylem (true wood) [PO:0005848] and those with wood-like lignification [CHEBI:6457] (woodiness in monocots and ferns).","A binary trait, indicating whether a plant's stems are woody, with woody broadly defined to include both `true wood` (secondary xylem) and taxa that do not produce secondary xylem (i.e. monocots and ferns) but have thick, stiff, robust lignified stems.",This trait considers all species that have stiff lignified stems as `woody` and those that lack such stems as `herbaceous`. See the trait `plant woodiness detailed` for sub-categories of `woody` that indicate the extent and type of woodiness present in a plant stem.,https://w3id.org/APD,STATO_0000252,,,,,trait_group_0030006; trait_group_0011802,14/07/2021,05/02/2024,31/10/2022,,Vascular plants,PO_0000003; PO_0009047,PATO_0000025; PATO_0000141,Elizabeth Wenk; Hervé Sauquet; Russell Barrett; Ian J. Wright; Peter Vesk; Gregory J. Jordan; Andy Leigh; Patricia Lu-Irving; Lily Dun; David Coleman,Simpson 2019; LEDA Data Standards 2005,PO_0005848; CHEBI_6457; FLOPO_0900038; NCIT_C93062; PATO_0002352,,FLOPO_0900038; EnvThes:20744,,,Woodiness [TOP706] (https://top-thesaurus.org/index),,,Plant woodiness [TRY:38] (https://www.try-db.org/de/de.php),,,woodiness and stem specific density [LEDA:3.1] (https://uol.de/en/landeco/research/leda/standards),,,,,whole plant woodiness [BIEN] (https://bien.nceas.ucsb.edu/bien/biendata),,,,,,,
trait_0030019,woodiness_detailed,Detailed woodiness categories,"A whole plant [PO:0000003] phenotype [NCIT:C16977] trait which indicates the vertical [PATO:0001854] extent, distribution [PATO:0000060], and type [NCIT:C25284] of wood present in stems [PO:0009047], roots [PO:0009005], and reproductive shoot systems [PO:0025082], distinguishing between plants with secondary xylem (true wood) [PO:0005848] versus wood-like lignification [CHEBI:6457] (woodiness in monocots and ferns).","Trait indicating the extent, distribution, and type of secondary xylem (true wood) and wood-like lignification (woodiness in monocots and ferns) in stems, roots, and reproductive shoots.","This trait documents in detail the degree and type of lignification in a plant's stems and roots (woodiness), while `plant woodiness` is a binary trait collapsing woodiness into a pair of values, `woody` versus `herbaceous`. Datasets that only use the terms `woody` versus `herbaceous` are only mapped to the binary trait; only datasets that explicitly indicate different levels of woodiness are mapped to `plant woodiness detailed`.",https://w3id.org/APD,STATO_0000252,,,,,trait_group_0030006; trait_group_0011802,31/10/2022,05/02/2024,31/10/2022,,Vascular plants,PO_0000003; PO_0009047; PO_0009005; PO_0025082,PATO_0000025; PATO_0000141; PATO_0000060,Elizabeth Wenk; Hervé Sauquet; Russell Barrett; Ian J. Wright; Peter Vesk; Gregory J. Jordan; Andy Leigh; Patricia Lu-Irving; Lily Dun; David Coleman,Simpson 2019; LEDA Data Standards 2005; Carlquist 2013,PO_0005848; CHEBI_6457; FLOPO_0900038; NCIT_C93062; PATO_0002352,,FLOPO_0900038; EnvThes:20744,,,Woodiness [TOP706] (https://top-thesaurus.org/index),,,Plant woodiness [TRY:38] (https://www.try-db.org/de/de.php),,,woodiness and stem specific density [LEDA:3.1] (https://uol.de/en/landeco/research/leda/standards),,,,,,whole plant woodiness [BIEN] (https://bien.nceas.ucsb.edu/bien/biendata),,,,,,
trait_0030020,plant_physical_defence_structures,Physical defence structures,"A plant structure morphology trait [TO:0000839] which indicates the plant structures [PO:0009011] used for defence [NCIT:C61556], including spine leaves [PO:0025173], spine stipules [PO:0025174], spine petiole [PO:0025613], thorns [PO:0025172], and prickles [PO:0025169].","The presence (or explicit absence) of specific physical defence structures on a plant, including spines, thorns, prickles, and sharp-tipped leaves.","This trait identifies explicit physical defence structures on a plant. The trait `plant_spinescence` indicates the degree of defence afforded to plants, with values defined by PÃ©rez-Harguindeguy et al. 2013 (doi:10.1071/BT12225).",https://w3id.org/APD,STATO_0000252,,,,,trait_group_0011001; trait_group_0011202; trait_group_0011802; trait_group_0012002,14/07/2021,05/02/2024,31/10/2022,physical_defence,none,PO_0025034; PO_0009047; PO_0004518; PO_0000003,PATO_0000141; PATO_0001925; PATO_0000052,Elizabeth Wenk; Hervé Sauquet; Russell Barrett; Ian J. Wright; Peter Vesk; Gregory J. Jordan; Andy Leigh; Patricia Lu-Irving; Lily Dun; David Coleman,Simpson 2019; Hanley 2007,PO_0025173; PO_0025174; PO_0025172; PO_0025169; NCIT_C61556; PO_0025613,,EnvThes:21109,,,,,,"Leaf emergences (pubescence, pruinescence, hairs, spines, thorns) [TRY:677] (https://www.try-db.org/de/de.php); Shoot emergences (pubescence, hairs, spines, thorns) [TRY:1255] (https://www.try-db.org/de/de.php); Stem emergences (pubescence, hairs, spines, thorns) [TRY:1256] (https://www.try-db.org/de/de.php)",,,,,,Leaf_spines_1 [GIFT:4.13.1] (https://gift.uni-goettingen.de); Leaf_thorns_1 [GIFT:4.14.1] (https://gift.uni-goettingen.de); Defence [GIFT:6.5] (https://gift.uni-goettingen.de),,,,,,,Basic leaf shape [BROT:5] (http://doi.org/10.1038/sdata.2018.135),,Armature [PalmTraits] (https://doi.org/10.1038/s41597-019-0189-0)
